,accountability_score,administrative_expenses,charity_name,charity_url,city,cn_advisory,compensation_leader_compensation,compensation_leader_expense_percent,compensation_leader_title,excess_or_deficit_for_year,financial_score,fundraising_expenses,net_assets,other_revenue,overall_score,payments_to_affiliates,program_expenses,state,total_contributions,org_type,org_category
7340,100.0,2120539.0,Miracle Hill Ministries,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7604,Greenville,nan,39136.0,0.24,"President, CEO",147934.0,91.92,1033541,21623633,875620.0,94.28,0,13050262,SC,15061207,Human Services,Homeless Services
7341,74.0,1145955.0,Miracle Flights,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6405,Las Vegas,nan,318671.0,7.73,CEO,1276444.0,0.0,468209,42669772,3267728.0,26.93,0,2507848,NV,2130728,Health,Patient and Family Support
7342,85.0,389701.0,Minority Corporate Counsel Association,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14755,Washington,nan,231863.0,7.86,"President, CEO",384961.0,87.5,69352,3992026,407445.0,86.19,0,2488964,DC,2208570,Human and Civil Rights,Advocacy and Education
7343,92.0,1438179.0,The Mint Museums,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4111,Charlotte,nan,189630.0,1.75,Executive Director,-4576609.0,86.38,881057,86801243,1286425.0,88.83,0,8512982,NC,4682390,"Arts, Culture, Humanities",Museums
7344,89.0,238157.0,Mint Theater Company,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15637,New York,nan,66000.0,4.79,Artistic Director,-106304.0,85.92,113212,1314887,96238.0,87.36,0,1023911,NY,847534,"Arts, Culture, Humanities",Performing Arts
7345,86.0,1824374.0,Minnetrista Gathering Place,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16429,Muncie,nan,137142.0,3.27,"President, CEO",266005.0,73.4,381395,18394045,378010.0,78.74,0,1983072,IN,3943570,"Arts, Culture, Humanities",Museums
7346,78.0,80869.0,NBCC Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16275,Greensboro,nan,63202.0,4.2,"President, CEO",21514.0,91.27,95973,764673,28731.0,83.26,0,1326295,NC,1417858,Education,Scholarship and Financial Support
7347,100.0,739980.0,Navy SEAL Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13076,Virginia Beach,nan,164000.0,1.12,Chief Executive Officer,8193159.0,100.0,417385,55303328,-1966828.0,100.0,0,13384225,VA,24701577,Human Services,Social Services
7348,73.0,174678.0,MinnPost,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15720,Minneapolis,nan,,,Chief Executive Officer,-183965.0,90.76,279038,1161064,173882.0,79.82,0,1283754,MN,937874,"Arts, Culture, Humanities",Public Broadcasting and Media
7349,89.0,75953.0,Nazarene Compassionate Ministries,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9528,Lenexa,nan,,,CEO,43684.0,82.5,19714,561299,2.0,85.38,0,3127326,KS,3266642,International,Development and Relief Services
7350,96.0,448227.0,Naval War College Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11292,Newport,nan,129566.0,4.95,Executive Director,2338433.0,92.65,117627,29945705,3468781.0,94.08,0,2051015,RI,1486521,Education,Scholarship and Financial Support
7351,100.0,2867143.0,Navy-Marine Corps Relief Society,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4209,Arlington,nan,319298.0,1.08,"President, CEO",-6401082.0,86.49,1577766,95577303,2773461.0,90.44,0,25096696,VA,19341301,Human Services,Social Services
7352,100.0,1131966.0,Naval Aviation Museum Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8998,Naval Air Station Pensacola,nan,210000.0,2.49,"President, CEO",-462324.0,87.97,170251,21463672,1379618.0,91.49,0,7119922,FL,3096306,"Arts, Culture, Humanities",Museums
7353,81.0,469788.0,The Naval Institute Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11603,Annapolis,nan,,,Chief Executive Officer,-2725041.0,93.88,823655,11923136,113692.0,85.88,0,6908487,MD,5363197,Research and Public Policy,Social and Public Policy Research
7354,89.0,90649.0,The Nature Center at Shaker Lakes,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10048,Shaker Heights,nan,90162.0,7.22,Executive Director,68615.0,93.97,133315,2478153,62161.0,91.12,0,1023750,OH,1064185,Environment,"Botanical Gardens, Parks, and Nature Centers"
7355,97.0,150897502.0,The Nature Conservancy,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4208,Arlington,nan,731827.0,0.09,"President, CEO",104256053.0,77.07,109702623,5915241749,55855037.0,83.64,0,549683495,VA,729132653,Environment,Environmental Protection and Conservation
7356,100.0,1878814.0,NatureServe,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6564,Arlington,nan,225435.0,2.43,"President, CEO",-629798.0,80.5,380610,7237664,456500.0,86.21,0,6990607,VA,7079251,Environment,Environmental Protection and Conservation
7357,100.0,217050.0,Navajo Ministries,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6393,Farmington,nan,56233.0,4.37,President,-31675.0,81.43,161622,1955784,91953.0,86.86,0,906946,NM,1161990,Human Services,Social Services
7358,100.0,255914.0,Nature and Culture International,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14219,Del Mar,nan,145425.0,2.48,President,-286726.0,95.0,324907,4545084,8603.0,96.46,0,5277335,CA,5379551,Environment,Environmental Protection and Conservation
7359,96.0,10654286.0,Natural Resources Defense Council,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4207,New York,nan,541142.0,0.4,President,-3626228.0,97.24,10109673,236526628,1222220.0,96.56,0,112671530,NY,127497252,Environment,Environmental Protection and Conservation
7360,97.0,194531.0,Natural Resources Council of Maine,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4206,Augusta,nan,103465.0,4.28,Executive Director,439981.0,93.28,285434,6703792,550827.0,94.79,0,1935827,ME,2304946,Environment,Environmental Protection and Conservation
7361,96.0,6944112.0,Natural History Museum of Los Angeles County,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6483,Los Angeles,nan,224710.0,0.49,President of the Museum,-4047677.0,79.83,4009532,148723772,2266039.0,85.45,0,34567083,CA,12396254,"Arts, Culture, Humanities",Museums
7362,78.0,99612.0,Nativity Prep Academy,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13051,San Diego,nan,109773.0,7.68,Principal,108600.0,88.45,186601,1728555,-11117.0,82.43,0,1142671,CA,1531911,Education,Youth Education Programs and Services
7363,100.0,96791.0,Native Seeds/SEARCH,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6578,Tucson,nan,38410.0,3.98,Interim Executive Director,83822.0,77.62,107183,1234461,418651.0,84.17,0,758707,AZ,622867,Environment,Environmental Protection and Conservation
7364,77.0,284273.0,Nativity School of Worcester,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12056,Worcester,nan,127772.0,8.16,President,938657.0,82.0,184317,6274829,173172.0,79.34,0,1095957,MA,2320143,Education,Youth Education Programs and Services
